Region,Country,Year,"Births per 1,000 population","Deaths per 1,000 population","Net Number of Migrants per 1,000 population",Rate of natural increase (percent),Growth rate (percent),Population,Births,Deaths,Net Number of Migrants,Natural Increase,Population Change
Africa,SouthSudan,2015,36.1,17.1,-14.4,1.89,0.46,11177876,403074,191477,-160403,211597,51195
Africa,SouthSudan,2016,36.3,17.6,-59.9,1.87,-4.12,10977292,398476,193420,-657430,205056,-452374
Africa,SouthSudan,2017,36.6,18.7,-64.2,1.78,-4.64,10507520,384365,196911,-674688,187454,-487234
Africa,SouthSudan,2018,36.9,19.3,-29.2,1.76,-1.16,10204581,376141,196846,-297872,179294,-118577
Africa,SouthSudan,2019,39.3,13.2,0.2,2.61,2.63,10280287,403912,136008,2056,267904,269960
Africa,Sudan,2009,39.3,8.5,-2.4,3.08,2.85,34144883,1342918,289890,-80923,1053028,972105
Africa,Sudan,2010,38.4,8.3,-9.9,3.01,2.02,34983893,1344431,290716,-347740,1053715,705975
Africa,Sudan,2011,37.6,8.2,-10,2.94,1.94,35683115,1340615,290817,-357545,1049797,692252
Africa,Sudan,2012,36.8,8,-6.7,2.88,2.21,36431189,1338846,291450,-243360,1047397,804036
Africa,Sudan,2013,36,7.8,-5.5,2.82,2.28,37257361,1340147,288745,-203053,1051403,848350
Africa,Sudan,2014,35.5,7.5,1.9,2.8,2.99,38253907,1359544,287669,72682,1071874,1144557
Africa,Sudan,2015,35.1,7.3,1.2,2.78,2.9,39397806,1384439,287604,46489,1096835,1143324
Africa,Sudan,2016,34.8,7.1,1.7,2.77,2.94,40564921,1411254,288011,67743,1123243,1190986
Africa,Sudan,2017,34.5,6.9,4.2,2.76,3.18,41824518,1441691,289426,175663,1152265,1327928
Africa,Sudan,2018,34.2,6.7,1.9,2.75,2.93,43120843,1475164,290634,80205,1184530,1264734
Africa,Sudan,2019,34,6.6,-0.5,2.74,2.7,44350744,1507482,292271,-19958,1215210,1195253
Africa,Tanzania,2009,39.5,9.5,-4.7,3,2.53,43094715,1703534,410693,-203407,1292841,1089434
Africa,Tanzania,2010,38.6,9.1,-0.2,2.95,2.93,44288197,1710853,404351,-9301,1306502,1297201
Africa,Tanzania,2011,38.2,8.9,-0.6,2.93,2.87,45590856,1739747,404391,-27355,1335356,1308002
Africa,Tanzania,2012,37.7,8.6,-0.6,2.91,2.85,46912768,1768611,405326,-27679,1363285,1335607
Africa,Tanzania,2013,37.3,8.4,-0.6,2.88,2.82,48261942,1797757,405883,-28957,1391874,1362917
Africa,Tanzania,2014,36.8,8.2,-0.6,2.86,2.8,49639138,1827713,407041,-28294,1420672,1392378
Africa,Tanzania,2015,36.4,8,-0.5,2.84,2.79,51045882,1857560,408367,-27565,1449193,1421628
Africa,Tanzania,2016,36,7.8,-0.5,2.82,2.77,52482726,1888853,409890,-26766,1478963,1452197
Africa,Tanzania,2017,35.6,7.6,-0.5,2.8,2.75,53950935,1921732,411646,-25896,1510087,1484190
Africa,Tanzania,2018,35.3,7.5,-0.5,2.78,2.74,55451343,1955214,413113,-24953,1542102,1517149
Africa,Tanzania,2019,34.9,7.3,-0.4,2.76,2.72,56985045,1990488,415421,-24504,1575067,1550563
Africa,Togo,2009,36.2,8.3,0.6,2.78,2.84,6405008,231605,53418,3715,178187,181902
Africa,Togo,2010,35.9,8.2,0,2.77,2.77,6587239,236350,53686,0,182664,182664
Africa,Togo,2011,35.6,8,0,2.76,2.76,6771993,240948,53905,0,187042,187042
Africa,Togo,2012,35.3,7.8,0,2.75,2.75,6961049,245447,54157,0,191290,191290
Africa,Togo,2013,34.9,7.6,0,2.73,2.73,7154237,249683,54372,0,195311,195311
Africa,Togo,2014,34.5,7.4,0,2.71,2.71,7351374,253769,54621,0,199149,199149
Africa,Togo,2015,34.1,7.3,0,2.69,2.69,7552318,257761,54830,0,202931,202931
Africa,Togo,2016,33.7,7.1,0,2.66,2.66,7756937,261486,54997,0,206490,206490
Africa,Togo,2017,33.3,6.9,0,2.64,2.64,7965055,265077,55198,0,209879,209879
Africa,Togo,2018,32.8,6.8,0,2.61,2.61,8176449,268515,55436,0,213078,213078
Africa,Togo,2019,32.4,6.7,0,2.58,2.58,8390953,271867,55800,0,216067,216067
Africa,Tunisia,2009,18.8,6.3,-2.1,1.25,1.05,10411019,196144,65589,-21447,130554,109107
Africa,Tunisia,2010,19.9,6.4,-2,1.35,1.15,10525963,209361,67156,-21473,142206,120733
Africa,Tunisia,2011,19.9,6.4,-2,1.35,1.15,10647404,211457,67824,-21401,143633,122232
Africa,Tunisia,2012,20.6,6.4,-2.4,1.43,1.19,10772543,222345,68406,-25746,153940,128193
Africa,Tunisia,2013,20.5,6.4,-2.2,1.42,1.2,10901933,223490,69227,-23548,154262,130714
Africa,Tunisia,2014,20.3,6.3,-2.1,1.4,1.19,11032836,224187,69948,-23169,154239,131070
Africa,Tunisia,2015,19.6,6.3,-2,1.33,1.13,11161625,218991,70541,-21988,148450,126461
Africa,Tunisia,2016,18.9,6.3,-1.8,1.26,1.07,11285452,213295,71437,-20765,141858,121093
Africa,Tunisia,2017,18.2,6.3,-1.7,1.18,1.01,11403800,207207,72186,-19500,135021,115520
Africa,Tunisia,2018,17.4,6.4,-1.6,1.11,0.95,11516189,200727,73128,-18311,127599,109289
Africa,Tunisia,2019,16.7,6.4,-1.5,1.03,0.88,11622134,193625,74033,-17085,119592,102507
Africa,Uganda,2009,45.8,12.6,-2.2,3.32,3.1,30520924,1397553,383343,-67146,1014210,947064
Africa,Uganda,2010,45.5,12.2,-0.7,3.33,3.26,31507228,1432634,385018,-22370,1047615,1025245
Africa,Uganda,2011,45.2,11.9,-0.1,3.33,3.32,32560222,1471071,386815,-3582,1084255,1080674
Africa,Uganda,2012,44.8,11.6,-1.2,3.33,3.21,33640833,1508455,388888,-38687,1119567,1080880
Africa,Uganda,2013,44.5,11.3,0,3.32,3.32,34758809,1546767,391384,-348,1155383,1155035
Africa,Uganda,2014,44.2,11,-0.8,3.32,3.24,35918915,1586538,394030,-27298,1192508,1165210
Africa,Uganda,2015,43.8,10.7,-0.7,3.31,3.24,37101745,1624685,396618,-27455,1228068,1200612
Africa,Uganda,2016,43.4,10.4,-0.7,3.29,3.22,38319241,1661139,399286,-27590,1261853,1234263
Africa,Uganda,2017,42.9,10.2,-0.7,3.27,3.2,39570125,1696767,402032,-27303,1294734,1267431
Africa,Uganda,2018,42.4,9.9,-0.7,3.25,3.18,40853749,1731790,404452,-27372,1327338,1299966
Africa,Uganda,2019,41.9,9.7,-0.7,3.22,3.16,42169690,1766910,407359,-27410,1359551,1332141
Africa,WesternSahara,2009,33,9.3,8.7,2.37,3.24,476008,15718,4427,4151,11291,15442
Africa,WesternSahara,2010,32.6,9.1,8.3,2.34,3.17,491519,16004,4488,4060,11516,15576
Africa,WesternSahara,2011,32.1,9,7.8,2.31,3.1,507160,16280,4544,3971,11736,15707
Africa,WesternSahara,2012,31.7,8.8,7.4,2.29,3.03,522928,16551,4602,3880,11949,15829
Africa,WesternSahara,2013,31.2,8.6,7,2.25,2.96,538811,16800,4655,3793,12145,15938
Africa,WesternSahara,2014,30.7,8.5,6.7,2.22,2.89,554795,17038,4710,3700,12328,16028
Africa,WesternSahara,2015,30.2,8.3,6.3,2.19,2.82,570866,17263,4761,3614,12502,16116
Africa,WesternSahara,2016,29.8,8.2,6,2.16,2.76,587020,17487,4814,3522,12674,16196
Africa,WesternSahara,2017,29.3,8.1,5.7,2.13,2.7,603253,17699,4862,3433,12837,16270
Africa,WesternSahara,2018,28.9,7.9,5.4,2.1,2.64,619551,17893,4913,3339,12980,16319
Africa,WesternSahara,2019,28.4,7.8,5.1,2.06,2.57,635896,18072,4960,3249,13112,16362
Africa,Zambia,2009,43.9,14.3,-2,2.96,2.75,12678115,556442,181677,-25863,374765,348902
Africa,Zambia,2010,43.7,14,-0.6,2.97,2.9,13041876,569539,182586,-8347,386952,378606
Africa,Zambia,2011,43.4,13.7,-0.9,2.97,2.88,13424596,582493,184051,-11679,398442,386763
Africa,Zambia,2012,43.1,13.4,-0.8,2.97,2.89,13817479,595533,185707,-10916,409826,398911
Africa,Zambia,2013,42.8,13.2,-0.8,2.96,2.89,14222233,608569,187307,-10667,421263,410596
Africa,Zambia,2014,42.5,12.9,-0.7,2.95,2.88,14638505,621551,189129,-10540,432421,421882
Africa,Zambia,2015,42.1,12.7,-0.7,2.95,2.88,15066266,634742,190890,-10245,443852,433607
Africa,Zambia,2016,41.8,12.4,0,2.94,2.94,15510711,648193,192798,0,455394,455394
Africa,Zambia,2017,41.5,12.2,0,2.93,2.93,15972000,662199,195018,0,467181,467181
Africa,Zambia,2018,41.1,12,0,2.91,2.91,16445079,676222,197176,0,479045,479045
Africa,Zambia,2019,40.8,11.8,0,2.9,2.9,16929953,690234,199435,0,490799,490799
Africa,Zimbabwe,2009,35.7,13.1,-13.9,2.25,0.87,12605986,449782,165643,-174845,284139,109294
Africa,Zimbabwe,2010,36,12.6,-13.7,2.34,0.96,12721828,457350,160168,-174798,297182,122384
Africa,Zimbabwe,2011,35.6,12.1,-13.6,2.35,0.99,12846326,457458,155954,-174838,301503,126665
Africa,Zimbabwe,2012,35.3,11.7,-13.5,2.35,1.01,12974879,457624,152325,-174772,305299,130527
Africa,Zimbabwe,2013,35,11.4,-13.3,2.36,1.03,13107377,458496,149162,-174852,309334,134482
Africa,Zimbabwe,2014,34.7,11.1,-12.1,2.37,1.16,13251426,460222,146428,-160210,313794,153584
Africa,Zimbabwe,2015,34.6,10.7,-10.9,2.39,1.31,13415796,464723,143817,-145696,320906,175210
Africa,Zimbabwe,2016,34.4,10.5,-9.7,2.39,1.43,13600580,467996,142398,-131246,325598,194352
Africa,Zimbabwe,2017,34.2,10.2,-8.5,2.4,1.56,13805084,472134,140812,-116653,331322,214669
Africa,Zimbabwe,2018,34,9.9,-7.3,2.41,1.68,14030368,477173,139041,-102141,338132,235991
Africa,Zimbabwe,2019,33.8,9.6,-6.1,2.42,1.81,14277281,482572,137205,-87663,345367,257705
