Region,Country,Year,"Births per 1,000 population","Deaths per 1,000 population","Net Number of Migrants per 1,000 population",Rate of natural increase (percent),Growth rate (percent),Population,Births,Deaths,Net Number of Migrants,Natural Increase,Population Change
Africa,Uganda,1988,53,18.1,4.8,3.49,3.96,15397260,815747,279152,73291,536595,609885
Africa,Uganda,1989,53,18,0.5,3.49,3.55,15985653,846760,288221,8472,558539,567011
Africa,Uganda,1990,52.9,18,-1.1,3.49,3.38,16548955,875274,297219,-18535,578055,559520
Africa,Uganda,1991,52.7,17.9,-0.1,3.48,3.47,17125765,902699,306380,-2226,596319,594093
Africa,Uganda,1992,52.5,17.8,0.6,3.47,3.52,17735302,931281,316398,9932,614883,624815
Africa,Uganda,1993,52.4,17.8,4.1,3.46,3.87,18404136,964377,327594,75825,636783,712608
Africa,Uganda,1994,52.2,17.8,0.1,3.44,3.46,19090249,996702,339806,2673,656895,659568
Africa,Uganda,1995,51.6,17.8,-11.4,3.38,2.24,19640269,1013831,349793,-223703,664037,440335
Africa,Uganda,1996,51,17.5,-0.2,3.36,3.34,20197441,1030271,352445,-3838,677826,673989
Africa,Uganda,1997,50.5,17.1,-6.6,3.34,2.68,20813102,1050021,355696,-136950,694325,557375
Africa,WesternSahara,1988,44.2,18,12,2.62,3.82,201427,8903,3630,2411,5273,7684
Africa,WesternSahara,1989,43.8,17.2,11.5,2.66,3.82,209263,9164,3589,2413,5575,7988
Africa,WesternSahara,1990,43.1,16.3,11.1,2.68,3.79,217373,9371,3552,2413,5819,8232
Africa,WesternSahara,1991,42.6,15.6,10.7,2.71,3.77,225749,9621,3515,2411,6107,8518
Africa,WesternSahara,1992,42,14.9,10.3,2.72,3.75,234398,9852,3483,2412,6369,8781
Africa,WesternSahara,1993,41.4,14.2,9.9,2.72,3.71,243299,10060,3450,2411,6610,9022
Africa,WesternSahara,1994,40.7,13.6,9.6,2.71,3.67,252440,10269,3421,2411,6849,9259
Africa,WesternSahara,1995,40.1,13,24.4,2.72,5.16,263874,10587,3422,6441,7164,13605
Africa,WesternSahara,1996,39.6,12.4,23.2,2.72,5.04,277669,10993,3451,6442,7541,13983
Africa,WesternSahara,1997,39,11.9,22.1,2.71,4.92,291835,11384,3479,6441,7906,14347
Africa,Zambia,1988,44.8,15.9,-0.7,2.89,2.82,7194863,322042,114111,-5252,207932,202679
Africa,Zambia,1989,44.4,16.2,-1,2.82,2.72,7396712,328636,119975,-7619,208661,201043
Africa,Zambia,1990,44.6,16.6,-0.1,2.8,2.79,7603379,339415,126444,-684,212971,212286
Africa,Zambia,1991,44.8,17.1,0,2.77,2.77,7817776,350393,133840,0,216552,216552
Africa,Zambia,1992,45,17.7,-0.2,2.73,2.71,8035054,361417,141899,-1446,219518,218071
Africa,Zambia,1993,45.1,18.3,-0.6,2.69,2.63,8252521,372436,150691,-4786,221745,216959
Africa,Zambia,1994,45.3,18.9,-0.3,2.63,2.6,8471277,383410,160277,-2541,223133,220592
Africa,Zambia,1995,45.4,18.8,-1.6,2.66,2.5,8690098,394444,163374,-14078,231070,216992
Africa,Zambia,1996,45.1,18.7,-0.2,2.64,2.62,8915420,401907,166629,-1694,235278,233584
Africa,Zambia,1997,44.8,18.6,3.7,2.62,2.99,9169242,410507,170456,33926,240051,273977
Africa,Zimbabwe,1988,38.2,8.7,3.8,2.95,3.32,9523317,363886,83234,35903,280652,316555
Africa,Zimbabwe,1989,37.2,8.7,0.8,2.85,2.92,9825120,365593,85872,7369,279721,287090
Africa,Zimbabwe,1990,36.2,9.3,0.8,2.69,2.76,10108318,366022,94412,7682,271611,279293
Africa,Zimbabwe,1991,35.2,10,1.4,2.52,2.66,10386236,365596,103862,14748,261733,276482
Africa,Zimbabwe,1992,34.2,10.8,3.8,2.34,2.72,10669559,364792,114698,40011,250094,290105
Africa,Zimbabwe,1993,33.1,11.6,-0.1,2.16,2.15,10932191,362293,126704,-547,235589,235042
Africa,Zimbabwe,1994,32.9,12.6,-19.1,2.03,0.12,11056604,363873,139203,-210960,224670,13710
Africa,Zimbabwe,1995,32.6,13.7,-2.3,1.89,1.66,11155771,363567,153280,-25547,210286,184740
Africa,Zimbabwe,1996,32.5,14.3,0.1,1.82,1.82,11351373,368806,162779,568,206027,206595
Africa,Zimbabwe,1997,32.5,15,0,1.75,1.76,11556054,375803,173225,231,202578,202809
Custom Region,Kenya,1988,41.7,8.8,0,3.29,3.29,21918734,913573,192446,0,721126,721126
Custom Region,Kenya,1989,40.6,8.8,0,3.18,3.18,22638926,918461,199223,0,719239,719239
Custom Region,Kenya,1990,39.7,8.9,0.2,3.08,3.1,23360942,926729,207445,5607,719283,724890
Custom Region,Kenya,1991,38.8,9,4.2,2.97,3.39,24132867,935390,218161,100393,717229,817622
Custom Region,Kenya,1992,37.9,9.3,10.9,2.86,3.95,25039576,947748,231866,273432,715881,989314
Custom Region,Kenya,1993,37,9.6,-3.8,2.74,2.37,25844500,955988,247073,-97434,708915,611481
Custom Region,Kenya,1994,36.6,9.9,-1,2.66,2.56,26487165,968106,263018,-27547,705088,677542
Custom Region,Kenya,1995,36.1,10.4,-0.9,2.57,2.49,27163001,980856,281952,-23903,698904,675001
Custom Region,Kenya,1996,35.7,10.9,-0.6,2.48,2.42,27836550,992373,302305,-16980,690068,673088
Custom Region,Kenya,1997,35.2,11.3,0.1,2.38,2.39,28513632,1003110,323345,2281,679765,682046
